SessionStart,CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,State,City,Category,Product,Cost,Price,Quantity,CampaignSchema ,CartAdditionTime,OrderConfirmation,OrderConfirmationTime,PaymentMethod,SessionEnd,OrderReturn,ReturnReason
2023-06-03 05:40:00,1835,Thomas Taylor,Female,19,775,5918,China,Shandong,Jinan,electronics,hair dryer,25,40,3,Facebook-ads,2023-06-03 05:49:00,False,,,2023-06-03 05:50:00,,
2023-06-03 18:51:00,1274,Stephen King,Female,18,751,6165,Italy,Lazio,Frosinone,electronics,hair dryer,25,40,5,Billboard-QR code,2023-06-03 19:00:00,True,2023-06-03 19:07:00,Cash On Delivery,2023-06-03 19:02:00,False,
2023-06-03 21:45:00,1222,Tammy Miller,Female,69,722,6074,Spain,Andalusia,Malaga,electronics,hair dryer,25,40,5,E-mails,2023-06-03 21:54:00,False,,,2023-06-03 22:20:00,,
2023-06-04 20:07:00,1834,Sherri Andrade,Female,68,775,3860,Canada,Ontario,Ottawa,toys,puzzle,15,25,6,Twitter-ads,2023-06-04 20:34:00,True,2023-06-04 20:48:00,Debit Card,2023-06-04 20:37:00,False,
2023-06-06 00:11:00,1194,Melissa Harris,Female,65,715,4210,China,Guangdong,Guangzhou,fashion,jeans,40,70,5,Billboard-QR code,2023-06-06 00:35:00,True,2023-06-06 00:46:00,Debit Card,2023-06-06 00:40:00,True,Arrived Damaged
2023-06-06 01:54:00,1815,Alexander Bowman,Male,72,718,3713,Japan,Tokyo,Yokohama,books,novel,10,18,4,Twitter-ads,2023-06-06 02:04:00,True,2023-06-06 02:10:00,Credit Card,2023-06-06 02:09:00,False,
2023-06-06 06:35:00,1781,David Norris,Female,29,669,7149,Japan,Tokyo,Tokyo,fashion,t-shirt,15,25,5,E-mails,2023-06-06 06:53:00,False,,,2023-06-06 06:45:00,,
2023-06-07 02:40:00,1703,Jeremy Walter,Female,23,701,6395,Spain,Andalusia,Malaga,books,novel,10,18,5,Instagram-ads,2023-06-07 03:01:00,True,2023-06-07 03:10:00,Paypal,2023-06-07 03:06:00,False,
2023-06-08 01:08:00,1667,Angela Kim,Male,56,650,5154,Japan,Tokyo,Kawasaki,electronics,hair dryer,25,40,6,Twitter-ads,2023-06-08 01:38:00,True,2023-06-08 01:43:00,Cash On Delivery,2023-06-08 01:40:00,False,
2023-06-10 14:42:00,1369,Nicole May,Female,35,637,5270,Japan,Kanagawa,Kawasaki,toys,puzzle,15,25,5,Facebook-ads,2023-06-10 15:04:00,True,2023-06-10 15:11:00,Credit Card,2023-06-10 15:07:00,True,Wrong Item
2023-06-11 12:07:00,2064,Amber Johnson DVM,Male,51,754,5069,Italy,Lazio,Frosinone,toys,action figure,8,15,6,Google-ads,2023-06-11 12:15:00,True,2023-06-11 12:23:00,Credit Card,2023-06-11 12:18:00,False,
2023-06-13 13:36:00,1947,Jennifer Weaver,Female,21,723,7159,UK,England,Manchester,home appliances,microwave oven,300,500,5,E-mails,2023-06-13 13:50:00,True,2023-06-13 14:00:00,Debit Card,2023-06-13 13:55:00,False,
2023-06-13 21:38:00,1589,Jesse Miller,Female,31,726,7752,Italy,Lombardy,Brescia,toys,board game,20,35,2,Facebook-ads,2023-06-13 22:08:00,True,2023-06-13 22:19:00,Cash On Delivery,2023-06-13 22:11:00,False,
2023-06-14 04:05:00,1257,Jessica Smith,Male,27,662,7215,India,Maharashtra,Mumbai,fashion,jeans,40,70,2,E-mails,2023-06-14 04:29:00,True,2023-06-14 04:37:00,Paypal,2023-06-14 04:34:00,False,
2023-06-17 06:50:00,1286,Bradley Burke,Female,50,624,6422,China,Guangdong,Dongguan,electronics,hair dryer,25,40,4,Facebook-ads,2023-06-17 07:15:00,True,2023-06-17 07:24:00,Debit Card,2023-06-17 07:18:00,False,
2023-06-18 10:22:00,1460,Sara Stuart,Male,36,651,7311,Australia,Victoria,Ballarat,books,novel,10,18,6,Facebook-ads,2023-06-18 10:31:00,True,2023-06-18 10:46:00,Debit Card,2023-06-18 10:35:00,True,Poor Quality
2023-06-19 10:40:00,1705,Thomas Gonzales,Male,22,708,3646,Spain,Andalusia,Seville,electronics,laptop,800,1200,1,Facebook-ads,2023-06-19 11:05:00,True,2023-06-19 11:20:00,Credit Card,2023-06-19 11:07:00,False,
2023-06-22 07:25:00,1166,Dawn Cordova,Female,55,738,6988,Italy,Lombardy,Brescia,home appliances,toaster,40,60,5,Instagram-ads,2023-06-22 07:38:00,True,2023-06-22 07:43:00,Debit Card,2023-06-22 07:41:00,False,
2023-06-22 18:25:00,1171,Amanda Moreno,Male,22,724,5582,USA,California,San Jose,home appliances,toaster,40,60,3,E-mails,2023-06-22 18:45:00,True,2023-06-22 18:59:00,Credit Card,2023-06-22 18:50:00,False,
2023-06-24 01:23:00,2192,Barbara Kelly,Male,29,739,4481,China,Shandong,Yantai,books,textbook,30,50,5,Twitter-ads,2023-06-24 01:47:00,True,2023-06-24 02:00:00,Cash On Delivery,2023-06-24 01:49:00,False,
2023-06-26 15:35:00,1047,Monica Oneill,Female,46,648,3612,China,Shandong,Qingdao,toys,board game,20,35,1,Facebook-ads,2023-06-26 16:05:00,True,2023-06-26 16:12:00,Credit Card,2023-06-26 16:07:00,True,Poor Quality
2023-06-27 00:28:00,2094,Karen Wright,Female,42,676,7190,Australia,Victoria,Ballarat,toys,action figure,8,15,3,Twitter-ads,2023-06-27 00:34:00,False,,,2023-06-27 00:43:00,,
2023-06-27 05:27:00,1952,Katrina Edwards,Female,57,727,4481,UK,England,London,toys,plush toy,12,20,2,Facebook-ads,2023-06-27 05:44:00,True,2023-06-27 05:57:00,Cash On Delivery,2023-06-27 05:49:00,True,Arrived Late
2023-06-28 03:29:00,1219,Thomas Wright,Male,44,600,7517,USA,California,San Jose,toys,puzzle,15,25,1,Billboard-QR code,2023-06-28 03:49:00,True,2023-06-28 03:55:00,Credit Card,2023-06-28 03:53:00,False,
2023-06-28 16:52:00,1476,Lee Peterson,Male,47,732,7372,USA,California,San Jose,books,magazine,5,8,4,Instagram-ads,2023-06-28 16:58:00,True,2023-06-28 17:06:00,Cash On Delivery,2023-06-28 17:02:00,False,
2023-06-29 08:11:00,1321,Jaclyn Thompson,Female,23,600,3272,China,Guangdong,Dongguan,toys,puzzle,15,25,3,Instagram-ads,2023-06-29 08:19:00,True,2023-06-29 08:25:00,Cash On Delivery,2023-06-29 08:21:00,False,
2023-06-30 07:12:00,1623,Candice Faulkner,Female,23,703,7909,Spain,Andalusia,Granada,home appliances,toaster,40,60,6,Facebook-ads,2023-06-30 07:22:00,True,2023-06-30 07:32:00,Cash On Delivery,2023-06-30 07:26:00,False,
2023-06-30 09:22:00,1617,Miguel Barnes,Male,66,644,6267,Australia,New South Wales,Newcastle,electronics,hair dryer,25,40,4,Facebook-ads,2023-06-30 09:52:00,True,2023-06-30 10:03:00,Credit Card,2023-06-30 09:57:00,False,
2023-07-02 21:38:00,2007,Katie Simmons,Female,44,694,4336,Canada,Ontario,Mississauga,electronics,laptop,800,1200,2,Instagram-ads,2023-07-02 22:00:00,True,2023-07-02 22:07:00,Debit Card,2023-07-02 22:04:00,False,
2023-07-04 14:07:00,1485,Gabrielle Doyle,Male,41,740,7329,Italy,Lazio,Frosinone,toys,board game,20,35,2,Google-ads,2023-07-04 14:32:00,True,2023-07-04 14:44:00,Paypal,2023-07-04 14:37:00,False,
2023-07-06 00:40:00,1935,Evan Stone,Male,28,699,3355,Italy,Lombardy,Bergamo,electronics,laptop,800,1200,2,Facebook-ads,2023-07-06 01:05:00,True,2023-07-06 01:19:00,Debit Card,2023-07-06 01:09:00,False,
2023-07-06 06:34:00,1866,Laura Jones,Male,34,735,7730,Australia,Victoria,Geelong,home appliances,electric stove,250,400,6,E-mails,2023-07-06 06:52:00,True,2023-07-06 07:03:00,Cash On Delivery,2023-07-06 06:57:00,False,
2023-07-06 14:46:00,1717,Mary Torres,Female,62,652,6014,Canada,Ontario,Ottawa,books,autobiography,20,35,5,Instagram-ads,2023-07-06 14:55:00,True,2023-07-06 15:01:00,Debit Card,2023-07-06 14:59:00,False,
2023-07-06 21:19:00,1343,Leslie Harris,Male,69,717,5644,USA,Texas,San Antonio,toys,board game,20,35,3,Google-ads,2023-07-06 21:24:00,True,2023-07-06 21:37:00,Paypal,2023-07-06 21:26:00,False,
2023-07-09 11:13:00,1734,Peter Brown,Female,21,609,7975,Italy,Lazio,Rome,home appliances,electric stove,250,400,3,Twitter-ads,2023-07-09 11:35:00,True,2023-07-09 11:45:00,Cash On Delivery,2023-07-09 11:38:00,False,
2023-07-11 09:27:00,1746,Brent Taylor,Female,48,607,7617,Japan,Tokyo,Tokyo,home appliances,mixer grinder,60,90,1,Instagram-ads,2023-07-11 09:35:00,False,,,2023-07-11 09:57:00,,
2023-07-12 20:53:00,1479,Jacob Sparks,Male,24,779,6915,Canada,Ontario,Ottawa,toys,plush toy,12,20,1,Facebook-ads,2023-07-12 21:18:00,True,2023-07-12 21:27:00,Cash On Delivery,2023-07-12 21:21:00,False,
2023-07-12 21:37:00,1855,Heather Williams,Female,72,743,7994,China,Guangdong,Guangzhou,fashion,jeans,40,70,4,Google-ads,2023-07-12 21:42:00,True,2023-07-12 21:53:00,Debit Card,2023-07-12 21:45:00,False,
2023-07-13 04:37:00,1741,Sharon Tucker,Female,66,763,6161,Canada,Quebec,Laval,toys,board game,20,35,2,Twitter-ads,2023-07-13 04:58:00,True,2023-07-13 05:11:00,Debit Card,2023-07-13 05:00:00,False,
2023-07-13 20:39:00,1434,Douglas Garcia,Female,61,687,7734,UK,England,London,fashion,shoes,60,100,6,Google-ads,2023-07-13 20:55:00,True,2023-07-13 21:01:00,Credit Card,2023-07-13 20:57:00,True,Poor Value
2023-07-14 13:55:00,2062,Lauren Perez,Male,50,677,4263,India,Uttar Pradesh,Lucknow,electronics,hair dryer,25,40,1,E-mails,2023-07-14 14:19:00,True,2023-07-14 14:32:00,Debit Card,2023-07-14 14:23:00,False,
2023-07-15 05:05:00,1705,Thomas Gonzales,Male,22,708,3646,Spain,Andalusia,Seville,books,autobiography,20,35,1,Google-ads,2023-07-15 05:15:00,False,,,2023-07-15 05:39:00,,
2023-07-15 14:48:00,1743,Diana Jimenez,Male,69,718,5678,UK,England,Birmingham,books,magazine,5,8,1,Billboard-QR code,2023-07-15 14:58:00,True,2023-07-15 15:07:00,Cash On Delivery,2023-07-15 15:00:00,False,
2023-07-16 09:38:00,1620,Ann Freeman,Female,20,690,7518,USA,California,San Diego,home appliances,microwave oven,300,500,3,Facebook-ads,2023-07-16 09:49:00,True,2023-07-16 10:04:00,Debit Card,2023-07-16 09:54:00,False,
2023-07-16 13:47:00,1825,Kevin Johnson,Male,33,650,7135,Canada,Quebec,Quebec City,books,autobiography,20,35,3,Google-ads,2023-07-16 14:02:00,True,2023-07-16 14:09:00,Cash On Delivery,2023-07-16 14:05:00,False,
2023-07-17 10:26:00,1722,Sean Mcdaniel,Male,71,626,7763,USA,California,San Jose,toys,action figure,8,15,5,Google-ads,2023-07-17 10:46:00,True,2023-07-17 10:59:00,Paypal,2023-07-17 10:48:00,False,
2023-07-18 23:18:00,1101,Karen Stone,Female,25,707,5949,UK,Scotland,Aberdeen,toys,plush toy,12,20,1,Facebook-ads,2023-07-18 23:31:00,True,2023-07-18 23:45:00,Paypal,2023-07-18 23:35:00,False,
2023-07-19 01:26:00,1902,Jim Jones,Female,57,699,7006,Italy,Lazio,Frosinone,books,autobiography,20,35,5,Instagram-ads,2023-07-19 01:54:00,True,2023-07-19 02:00:00,Cash On Delivery,2023-07-19 01:58:00,True,Poor Value
2023-07-20 01:00:00,2126,David Foley,Female,18,706,7740,UK,England,Birmingham,fashion,shoes,60,100,4,Facebook-ads,2023-07-20 01:11:00,True,2023-07-20 01:16:00,Cash On Delivery,2023-07-20 01:13:00,False,
2023-07-20 21:42:00,1995,Danielle Howard,Female,60,618,5362,Italy,Lazio,Rome,fashion,shoes,60,100,6,Facebook-ads,2023-07-20 21:58:00,True,2023-07-20 22:09:00,Credit Card,2023-07-20 22:03:00,False,
2023-07-21 00:00:00,1014,Karen Austin,Male,18,629,4800,Australia,New South Wales,Wollongong,electronics,hair dryer,25,40,6,Twitter-ads,2023-07-21 00:24:00,True,2023-07-21 00:30:00,Debit Card,2023-07-21 00:28:00,True,Arrived Late
2023-07-21 04:25:00,1550,Douglas Warner,Male,36,697,6390,USA,California,San Diego,books,autobiography,20,35,2,Facebook-ads,2023-07-21 04:52:00,False,,,2023-07-21 04:43:00,,
2023-07-22 19:09:00,1313,Meghan Brown,Female,54,700,3389,China,Shandong,Yantai,toys,action figure,8,15,2,E-mails,2023-07-22 19:29:00,False,,,2023-07-22 19:30:00,,
2023-07-24 15:21:00,1424,Tracy Novak,Male,52,765,7696,UK,England,London,books,novel,10,18,3,Billboard-QR code,2023-07-24 15:42:00,True,2023-07-24 15:56:00,Debit Card,2023-07-24 15:44:00,False,
2023-07-24 22:14:00,1907,Kevin Jackson,Male,71,729,6150,UK,England,London,books,magazine,5,8,6,Instagram-ads,2023-07-24 22:37:00,True,2023-07-24 22:52:00,Debit Card,2023-07-24 22:41:00,False,
2023-07-25 23:05:00,2034,Eric West,Female,54,693,3056,Italy,Lazio,Latina,books,magazine,5,8,1,Facebook-ads,2023-07-25 23:30:00,True,2023-07-25 23:43:00,Credit Card,2023-07-25 23:34:00,False,
2023-07-27 19:53:00,1510,Jennifer Carter,Female,43,763,5060,Spain,Andalusia,Malaga,books,autobiography,20,35,6,Instagram-ads,2023-07-27 20:00:00,True,2023-07-27 20:11:00,Credit Card,2023-07-27 20:02:00,False,
2023-07-29 05:44:00,1381,Randy Brock,Male,40,769,3766,Italy,Lazio,Latina,books,magazine,5,8,2,Facebook-ads,2023-07-29 05:49:00,True,2023-07-29 05:59:00,Credit Card,2023-07-29 05:52:00,False,
2023-07-29 21:43:00,2103,Kimberly Mason,Female,54,663,6000,India,Uttar Pradesh,Lucknow,fashion,t-shirt,15,25,5,Facebook-ads,2023-07-29 22:13:00,True,2023-07-29 22:18:00,Debit Card,2023-07-29 22:17:00,False,
2023-08-01 20:13:00,1842,Marc Wood,Male,42,693,6878,Australia,New South Wales,Sydney,books,magazine,5,8,6,Billboard-QR code,2023-08-01 20:37:00,True,2023-08-01 20:49:00,Debit Card,2023-08-01 20:39:00,False,
2023-08-01 21:03:00,1440,Jason Mooney,Female,31,614,6303,UK,England,London,fashion,jeans,40,70,4,Facebook-ads,2023-08-01 21:14:00,False,,,2023-08-01 21:20:00,,
2023-08-03 11:32:00,1726,Linda Jones,Female,42,748,5288,Australia,New South Wales,Newcastle,home appliances,electric stove,250,400,6,Instagram-ads,2023-08-03 11:40:00,False,,,2023-08-03 11:54:00,,
2023-08-03 15:18:00,1325,Aaron Lucas,Male,66,712,3279,India,Maharashtra,Nagpur,books,textbook,30,50,4,E-mails,2023-08-03 15:39:00,True,2023-08-03 15:52:00,Debit Card,2023-08-03 15:42:00,False,
2023-08-04 03:03:00,1784,Larry Wallace,Female,19,777,7753,Canada,Ontario,Ottawa,electronics,laptop,800,1200,6,Google-ads,2023-08-04 03:33:00,True,2023-08-04 03:39:00,Cash On Delivery,2023-08-04 03:37:00,True,Wrong Item
2023-08-04 16:47:00,1362,Mary Gibbs,Female,49,639,7072,Australia,New South Wales,Sydney,electronics,table fan,30,50,1,Instagram-ads,2023-08-04 17:06:00,True,2023-08-04 17:16:00,Credit Card,2023-08-04 17:09:00,False,
2023-08-05 08:24:00,1948,Donna Steele,Male,37,679,3811,India,Uttar Pradesh,Kanpur,toys,board game,20,35,1,Twitter-ads,2023-08-05 08:33:00,True,2023-08-05 08:44:00,Cash On Delivery,2023-08-05 08:35:00,False,
2023-08-05 21:47:00,1413,Brandi Mills,Female,22,754,3027,India,Uttar Pradesh,Ghaziabad,toys,plush toy,12,20,5,Instagram-ads,2023-08-05 22:08:00,True,2023-08-05 22:19:00,Credit Card,2023-08-05 22:10:00,False,
2023-08-06 06:59:00,1106,Heather Willis,Male,48,739,6226,Canada,Ontario,Mississauga,books,textbook,30,50,5,Facebook-ads,2023-08-06 07:06:00,True,2023-08-06 07:13:00,Cash On Delivery,2023-08-06 07:09:00,False,
2023-08-07 16:23:00,1211,Anna Dixon,Male,19,674,3617,Spain,Andalusia,Malaga,toys,board game,20,35,2,E-mails,2023-08-07 16:38:00,True,2023-08-07 16:48:00,Credit Card,2023-08-07 16:40:00,False,
2023-08-08 14:32:00,1089,Anthony Orr,Female,48,634,6496,China,Guangdong,Guangzhou,fashion,jeans,40,70,3,Instagram-ads,2023-08-08 14:39:00,True,2023-08-08 14:49:00,Debit Card,2023-08-08 14:44:00,False,
2023-08-09 00:40:00,1202,Wesley Hall,Male,51,688,4983,Australia,New South Wales,Wollongong,home appliances,toaster,40,60,5,Facebook-ads,2023-08-09 01:07:00,True,2023-08-09 01:21:00,Debit Card,2023-08-09 01:12:00,False,
2023-08-09 18:59:00,1832,Michael Miller,Female,28,673,6052,India,Maharashtra,Nagpur,fashion,shoes,60,100,3,Instagram-ads,2023-08-09 19:15:00,True,2023-08-09 19:24:00,Credit Card,2023-08-09 19:19:00,False,
2023-08-10 03:35:00,2179,Gregory Day,Male,22,673,5712,Japan,Kanagawa,Kawasaki,home appliances,toaster,40,60,5,E-mails,2023-08-10 03:47:00,True,2023-08-10 03:56:00,Cash On Delivery,2023-08-10 03:50:00,False,
2023-08-10 06:57:00,2113,Dawn Harris,Male,33,696,5759,China,Shandong,Qingdao,toys,plush toy,12,20,5,E-mails,2023-08-10 07:07:00,True,2023-08-10 07:13:00,Credit Card,2023-08-10 07:10:00,True,Poor Quality
2023-08-10 14:00:00,1545,Jonathan Dunn,Male,58,728,5821,Australia,New South Wales,Wollongong,home appliances,mixer grinder,60,90,6,E-mails,2023-08-10 14:25:00,True,2023-08-10 14:35:00,Cash On Delivery,2023-08-10 14:30:00,False,
2023-08-11 03:04:00,1325,Aaron Lucas,Male,66,712,3279,India,Maharashtra,Nagpur,home appliances,mixer grinder,60,90,1,Twitter-ads,2023-08-11 03:15:00,True,2023-08-11 03:20:00,Cash On Delivery,2023-08-11 03:20:00,False,
2023-08-11 19:33:00,1415,Rebecca Kelley,Female,64,645,7848,Canada,Ontario,Ottawa,toys,puzzle,15,25,3,Instagram-ads,2023-08-11 19:52:00,True,2023-08-11 20:05:00,Debit Card,2023-08-11 19:54:00,False,
2023-08-13 00:23:00,1019,Jeffrey Burns,Male,22,759,3895,Italy,Lombardy,Brescia,home appliances,microwave oven,300,500,1,Google-ads,2023-08-13 00:52:00,False,,,2023-08-13 00:26:00,,
2023-08-15 03:31:00,2098,Brandon Woods,Male,49,695,4634,Spain,Andalusia,Malaga,toys,board game,20,35,6,E-mails,2023-08-15 03:59:00,True,2023-08-15 04:08:00,Debit Card,2023-08-15 04:02:00,False,
2023-08-16 03:26:00,1114,Nicolas Evans,Male,49,747,6854,Canada,Quebec,Montreal,books,autobiography,20,35,3,Facebook-ads,2023-08-16 03:45:00,True,2023-08-16 03:52:00,Credit Card,2023-08-16 03:48:00,False,
2023-08-16 09:51:00,1464,Bonnie Fisher,Female,33,759,5707,Italy,Lombardy,Milan,toys,board game,20,35,2,Google-ads,2023-08-16 10:19:00,True,2023-08-16 10:24:00,Debit Card,2023-08-16 10:22:00,False,
2023-08-16 23:21:00,2024,Amanda Hanna,Male,64,675,3913,UK,England,London,electronics,hair dryer,25,40,6,E-mails,2023-08-16 23:32:00,False,,,2023-08-16 23:52:00,,
2023-08-17 10:50:00,1382,Brenda Harris,Male,44,687,6124,Spain,Catalonia,Tarragona,toys,puzzle,15,25,2,Billboard-QR code,2023-08-17 11:20:00,True,2023-08-17 11:35:00,Paypal,2023-08-17 11:23:00,True,Arrived Damaged
2023-08-18 01:54:00,2128,Anthony Lopez,Female,64,779,7355,Italy,Lazio,Frosinone,home appliances,toaster,40,60,3,Billboard-QR code,2023-08-18 02:04:00,True,2023-08-18 02:12:00,Debit Card,2023-08-18 02:07:00,False,
2023-08-19 21:23:00,1198,Dylan Rivera,Male,43,760,4721,India,Uttar Pradesh,Lucknow,fashion,dress,50,80,5,Twitter-ads,2023-08-19 21:35:00,True,2023-08-19 21:42:00,Cash On Delivery,2023-08-19 21:40:00,False,
2023-08-20 03:13:00,2041,Christopher Adams,Male,60,724,7109,Japan,Kanagawa,Yokohama,toys,action figure,8,15,1,Twitter-ads,2023-08-20 03:25:00,True,2023-08-20 03:40:00,Cash On Delivery,2023-08-20 03:29:00,False,
2023-08-21 15:51:00,1068,Julie Baldwin,Female,34,699,3843,China,Guangdong,Dongguan,books,magazine,5,8,2,E-mails,2023-08-21 16:18:00,True,2023-08-21 16:33:00,Cash On Delivery,2023-08-21 16:22:00,False,
2023-08-23 01:43:00,1038,Joseph Frye,Female,60,742,4969,Canada,Quebec,Laval,books,autobiography,20,35,1,Instagram-ads,2023-08-23 01:54:00,True,2023-08-23 02:06:00,Credit Card,2023-08-23 01:57:00,False,
2023-08-23 13:21:00,1404,Linda Pace,Female,71,622,3747,Australia,Victoria,Geelong,home appliances,mixer grinder,60,90,3,Instagram-ads,2023-08-23 13:33:00,True,2023-08-23 13:40:00,Credit Card,2023-08-23 13:36:00,False,
2023-08-23 14:29:00,1559,Christopher Bryan,Male,32,771,3393,Spain,Andalusia,Granada,electronics,laptop,800,1200,2,Facebook-ads,2023-08-23 14:45:00,False,,,2023-08-23 14:37:00,,
2023-08-24 11:25:00,1710,Makayla Neal,Male,71,634,3390,Australia,New South Wales,Sydney,electronics,table fan,30,50,6,E-mails,2023-08-24 11:53:00,True,2023-08-24 12:02:00,Cash On Delivery,2023-08-24 11:58:00,True,Arrived Damaged
2023-08-24 19:31:00,1627,Jasmine Collins,Female,37,642,7822,USA,Texas,San Antonio,home appliances,mixer grinder,60,90,5,Billboard-QR code,2023-08-24 19:41:00,True,2023-08-24 19:49:00,Cash On Delivery,2023-08-24 19:43:00,False,
2023-08-25 07:17:00,1171,Amanda Moreno,Male,22,724,5582,USA,California,San Jose,electronics,table fan,30,50,4,Facebook-ads,2023-08-25 07:31:00,True,2023-08-25 07:37:00,Credit Card,2023-08-25 07:36:00,False,
2023-08-25 08:17:00,2198,Sarah Howard,Male,36,637,5856,China,Guangdong,Guangzhou,fashion,t-shirt,15,25,2,Facebook-ads,2023-08-25 08:43:00,True,2023-08-25 08:49:00,Debit Card,2023-08-25 08:45:00,False,
2023-08-27 15:18:00,1407,Alexa Barnes,Male,50,630,5843,Spain,Andalusia,Malaga,home appliances,toaster,40,60,1,E-mails,2023-08-27 15:27:00,True,2023-08-27 15:35:00,Credit Card,2023-08-27 15:29:00,False,
2023-08-28 17:52:00,1928,Christopher Callahan,Male,48,659,7592,Japan,Kanagawa,Sagamihara,toys,puzzle,15,25,4,Instagram-ads,2023-08-28 18:00:00,True,2023-08-28 18:09:00,Cash On Delivery,2023-08-28 18:05:00,False,
2023-08-30 04:35:00,1266,Eric Cook,Female,69,612,7061,China,Guangdong,Shenzhen,books,magazine,5,8,1,Twitter-ads,2023-08-30 04:51:00,True,2023-08-30 04:56:00,Cash On Delivery,2023-08-30 04:53:00,False,
2023-08-30 19:46:00,1687,John Conley,Female,32,626,7670,Italy,Lombardy,Brescia,home appliances,microwave oven,300,500,2,Facebook-ads,2023-08-30 20:15:00,True,2023-08-30 20:22:00,Debit Card,2023-08-30 20:20:00,False,
2023-08-30 22:31:00,1396,Brittney Yu,Male,41,671,5383,Spain,Catalonia,Girona,fashion,shoes,60,100,2,Facebook-ads,2023-08-30 22:56:00,True,2023-08-30 23:01:00,Paypal,2023-08-30 23:01:00,True,Arrived Damaged
2023-08-31 06:38:00,1590,James Patrick,Female,36,619,5787,USA,Texas,Houston,home appliances,microwave oven,300,500,4,Google-ads,2023-08-31 06:44:00,True,2023-08-31 06:59:00,Debit Card,2023-08-31 06:49:00,False,
2023-08-31 22:40:00,1465,Daniel Reynolds,Male,62,735,7150,China,Shandong,Qingdao,electronics,hair dryer,25,40,6,Billboard-QR code,2023-08-31 22:56:00,True,2023-08-31 23:04:00,Credit Card,2023-08-31 22:58:00,False,
2023-09-01 14:04:00,1825,Kevin Johnson,Male,33,650,7135,Canada,Quebec,Quebec City,fashion,t-shirt,15,25,1,E-mails,2023-09-01 14:32:00,False,,,2023-09-01 14:16:00,,
2023-09-02 00:08:00,2150,Patrick Blake,Female,25,746,6983,China,Shandong,Jinan,electronics,table fan,30,50,4,Google-ads,2023-09-02 00:28:00,True,2023-09-02 00:37:00,Cash On Delivery,2023-09-02 00:33:00,True,Poor Quality
2023-09-03 20:19:00,1011,Zachary Roberts,Male,60,634,6753,USA,California,San Jose,toys,action figure,8,15,6,Billboard-QR code,2023-09-03 20:49:00,True,2023-09-03 21:03:00,Credit Card,2023-09-03 20:54:00,False,
2023-09-05 05:00:00,1274,Stephen King,Female,18,751,6165,Italy,Lazio,Frosinone,books,textbook,30,50,6,Instagram-ads,2023-09-05 05:14:00,True,2023-09-05 05:26:00,Debit Card,2023-09-05 05:17:00,False,
2023-09-05 05:45:00,1806,Patty Nelson,Female,38,666,6055,Spain,Catalonia,Tarragona,books,magazine,5,8,6,Facebook-ads,2023-09-05 06:01:00,False,,,2023-09-05 06:07:00,,
2023-09-05 14:24:00,1760,Taylor Pratt,Female,45,724,5125,Australia,New South Wales,Wollongong,fashion,shoes,60,100,2,Twitter-ads,2023-09-05 14:42:00,True,2023-09-05 14:50:00,Cash On Delivery,2023-09-05 14:45:00,False,
2023-09-05 15:34:00,1681,Michael Lewis,Female,25,639,6309,China,Shandong,Qingdao,home appliances,toaster,40,60,5,Twitter-ads,2023-09-05 15:50:00,True,2023-09-05 15:57:00,Credit Card,2023-09-05 15:53:00,False,
2023-09-05 23:13:00,1083,Kelly Lopez,Female,58,656,4441,India,Maharashtra,Nagpur,home appliances,electric stove,250,400,5,Billboard-QR code,2023-09-05 23:38:00,True,2023-09-05 23:48:00,Cash On Delivery,2023-09-05 23:43:00,False,
2023-09-07 02:51:00,2200,Tammy Stanley,Male,62,677,7817,Australia,New South Wales,Wollongong,toys,action figure,8,15,5,Twitter-ads,2023-09-07 03:02:00,False,,,2023-09-07 02:55:00,,
2023-09-09 00:34:00,1674,Nathan Gibson,Female,41,715,4442,Italy,Lombardy,Milan,home appliances,mixer grinder,60,90,4,Google-ads,2023-09-09 00:45:00,False,,,2023-09-09 01:06:00,,
2023-09-09 01:18:00,1705,Thomas Gonzales,Male,22,708,3646,Spain,Andalusia,Seville,fashion,jeans,40,70,6,Instagram-ads,2023-09-09 01:24:00,True,2023-09-09 01:31:00,Cash On Delivery,2023-09-09 01:26:00,False,
2023-09-09 03:55:00,1121,Lauren Mclaughlin,Female,37,686,7137,USA,Texas,Dallas,toys,board game,20,35,4,Billboard-QR code,2023-09-09 04:25:00,True,2023-09-09 04:35:00,Credit Card,2023-09-09 04:27:00,False,
2023-09-09 20:48:00,1725,Melissa Proctor,Male,43,641,7480,India,Maharashtra,Nagpur,books,autobiography,20,35,6,Google-ads,2023-09-09 21:07:00,True,2023-09-09 21:12:00,Credit Card,2023-09-09 21:12:00,False,
2023-09-13 18:58:00,2084,Tanner Daniels,Male,56,691,7343,China,Guangdong,Dongguan,toys,plush toy,12,20,1,Instagram-ads,2023-09-13 19:06:00,True,2023-09-13 19:13:00,Cash On Delivery,2023-09-13 19:09:00,False,
2023-09-14 15:53:00,1051,Roy Dominguez,Male,49,773,7570,India,Uttar Pradesh,Kanpur,home appliances,microwave oven,300,500,5,E-mails,2023-09-14 16:08:00,True,2023-09-14 16:17:00,Cash On Delivery,2023-09-14 16:13:00,True,Arrived Late
